Topik_ID,Kategori,Nama_Topik,Rank,Kata,Skor_cTFIDF,Keyword_Ditemukan,Coverage,Keyword_Kategori_Lengkap
14,Ekonomi & Bisnis,14_makanan_beras_resep_enak,9,masak,0.045297,beras,1/80,akuisisi|aset|bank|bank indonesia|bbm|bei|beras|bisnis|bitcoin|blockchain|bumn|bursa|bursa efek|buruh|defisit|deflasi|digital economy|dividen|dolar|e-commerce|ekonomi|ekspansi|ekspor|fintech|gaji|gdp|go public|harga|harga bahan pokok|ihsg|impor|industri|inflasi|investasi|ipo|kapitalisasi pasar|kemiskinan|keuangan|kredit|kripto|kurs|lapangan kerja|manufaktur|market cap|marketplace|mata uang|merger|minyak goreng|modal|neraca|obligasi|ojk|pajak|pasar|pasar modal|pdb|pekerja|pengangguran|perdagangan|pertumbuhan ekonomi|perusahaan|phk|pinjaman|produksi|resesi|rupiah|saham|sembako|stagflasi|startup|stock market|suku bunga|surplus|swasta|tenaga kerja|trader|trading|umkm|upah|utang
14,Ekonomi & Bisnis,14_makanan_beras_resep_enak,10,dapur,0.044177,beras,1/80,akuisisi|aset|bank|bank indonesia|bbm|bei|beras|bisnis|bitcoin|blockchain|bumn|bursa|bursa efek|buruh|defisit|deflasi|digital economy|dividen|dolar|e-commerce|ekonomi|ekspansi|ekspor|fintech|gaji|gdp|go public|harga|harga bahan pokok|ihsg|impor|industri|inflasi|investasi|ipo|kapitalisasi pasar|kemiskinan|keuangan|kredit|kripto|kurs|lapangan kerja|manufaktur|market cap|marketplace|mata uang|merger|minyak goreng|modal|neraca|obligasi|ojk|pajak|pasar|pasar modal|pdb|pekerja|pengangguran|perdagangan|pertumbuhan ekonomi|perusahaan|phk|pinjaman|produksi|resesi|rupiah|saham|sembako|stagflasi|startup|stock market|suku bunga|surplus|swasta|tenaga kerja|trader|trading|umkm|upah|utang
15,Nasional & Pemerintahan,15_gra gra_gra_jokowi_ikn,1,gra gra,0.039541,ikn|jokowi|prabowo,3/64,anggaran|aparatur|apbd|apbn|asn|badan|bansos|bantuan sosial|birokrasi|blt|bpk|bpn|bps|brin|bupati|daerah|direktorat|dirjen|dprd|e-government|gubernur|ibu kota nusantara|ibukota|ikn|infrastruktur nasional|inpres|jokowi|kabinet|kebijakan|kemendag|kemendikbud|kemenhub|kemenkes|kementan|kementerian|keppres|komisi|lembaga|menteri|otonomi|pembangunan|pemda|pemerintah|pengadaan|peraturan|perda|perpres|pkh|pns|pp|prabowo|presiden|proyek|proyek nasional|reformasi birokrasi|regulasi|ruu|sekretariat|subsidi|tender|undang-undang|uu|walikota|wapres
15,Nasional & Pemerintahan,15_gra gra_gra_jokowi_ikn,2,gra,0.03722,ikn|jokowi|prabowo,3/64,anggaran|aparatur|apbd|apbn|asn|badan|bansos|bantuan sosial|birokrasi|blt|bpk|bpn|bps|brin|bupati|daerah|direktorat|dirjen|dprd|e-government|gubernur|ibu kota nusantara|ibukota|ikn|infrastruktur nasional|inpres|jokowi|kabinet|kebijakan|kemendag|kemendikbud|kemenhub|kemenkes|kementan|kementerian|keppres|komisi|lembaga|menteri|otonomi|pembangunan|pemda|pemerintah|pengadaan|peraturan|perda|perpres|pkh|pns|pp|prabowo|presiden|proyek|proyek nasional|reformasi birokrasi|regulasi|ruu|sekretariat|subsidi|tender|undang-undang|uu|walikota|wapres
15,Nasional & Pemerintahan,15_gra gra_gra_jokowi_ikn,3,jokowi,0.037138,ikn|jokowi|prabowo,3/64,anggaran|aparatur|apbd|apbn|asn|badan|bansos|bantuan sosial|birokrasi|blt|bpk|bpn|bps|brin|bupati|daerah|direktorat|dirjen|dprd|e-government|gubernur|ibu kota nusantara|ibukota|ikn|infrastruktur nasional|inpres|jokowi|kabinet|kebijakan|kemendag|kemendikbud|kemenhub|kemenkes|kementan|kementerian|keppres|komisi|lembaga|menteri|otonomi|pembangunan|pemda|pemerintah|pengadaan|peraturan|perda|perpres|pkh|pns|pp|prabowo|presiden|proyek|proyek nasional|reformasi birokrasi|regulasi|ruu|sekretariat|subsidi|tender|undang-undang|uu|walikota|wapres
15,Nasional & Pemerintahan,15_gra gra_gra_jokowi_ikn,4,ikn,0.032629,ikn|jokowi|prabowo,3/64,anggaran|aparatur|apbd|apbn|asn|badan|bansos|bantuan sosial|birokrasi|blt|bpk|bpn|bps|brin|bupati|daerah|direktorat|dirjen|dprd|e-government|gubernur|ibu kota nusantara|ibukota|ikn|infrastruktur nasional|inpres|jokowi|kabinet|kebijakan|kemendag|kemendikbud|kemenhub|kemenkes|kementan|kementerian|keppres|komisi|lembaga|menteri|otonomi|pembangunan|pemda|pemerintah|pengadaan|peraturan|perda|perpres|pkh|pns|pp|prabowo|presiden|proyek|proyek nasional|reformasi birokrasi|regulasi|ruu|sekretariat|subsidi|tender|undang-undang|uu|walikota|wapres
15,Nasional & Pemerintahan,15_gra gra_gra_jokowi_ikn,5,prabowo,0.027908,ikn|jokowi|prabowo,3/64,anggaran|aparatur|apbd|apbn|asn|badan|bansos|bantuan sosial|birokrasi|blt|bpk|bpn|bps|brin|bupati|daerah|direktorat|dirjen|dprd|e-government|gubernur|ibu kota nusantara|ibukota|ikn|infrastruktur nasional|inpres|jokowi|kabinet|kebijakan|kemendag|kemendikbud|kemenhub|kemenkes|kementan|kementerian|keppres|komisi|lembaga|menteri|otonomi|pembangunan|pemda|pemerintah|pengadaan|peraturan|perda|perpres|pkh|pns|pp|prabowo|presiden|proyek|proyek nasional|reformasi birokrasi|regulasi|ruu|sekretariat|subsidi|tender|undang-undang|uu|walikota|wapres
15,Nasional & Pemerintahan,15_gra gra_gra_jokowi_ikn,6,apa,0.027077,ikn|jokowi|prabowo,3/64,anggaran|aparatur|apbd|apbn|asn|badan|bansos|bantuan sosial|birokrasi|blt|bpk|bpn|bps|brin|bupati|daerah|direktorat|dirjen|dprd|e-government|gubernur|ibu kota nusantara|ibukota|ikn|infrastruktur nasional|inpres|jokowi|kabinet|kebijakan|kemendag|kemendikbud|kemenhub|kemenkes|kementan|kementerian|keppres|komisi|lembaga|menteri|otonomi|pembangunan|pemda|pemerintah|pengadaan|peraturan|perda|perpres|pkh|pns|pp|prabowo|presiden|proyek|proyek nasional|reformasi birokrasi|regulasi|ruu|sekretariat|subsidi|tender|undang-undang|uu|walikota|wapres
15,Nasional & Pemerintahan,15_gra gra_gra_jokowi_ikn,7,anies,0.025114,ikn|jokowi|prabowo,3/64,anggaran|aparatur|apbd|apbn|asn|badan|bansos|bantuan sosial|birokrasi|blt|bpk|bpn|bps|brin|bupati|daerah|direktorat|dirjen|dprd|e-government|gubernur|ibu kota nusantara|ibukota|ikn|infrastruktur nasional|inpres|jokowi|kabinet|kebijakan|kemendag|kemendikbud|kemenhub|kemenkes|kementan|kementerian|keppres|komisi|lembaga|menteri|otonomi|pembangunan|pemda|pemerintah|pengadaan|peraturan|perda|perpres|pkh|pns|pp|prabowo|presiden|proyek|proyek nasional|reformasi birokrasi|regulasi|ruu|sekretariat|subsidi|tender|undang-undang|uu|walikota|wapres
15,Nasional & Pemerintahan,15_gra gra_gra_jokowi_ikn,8,pak,0.023171,ikn|jokowi|prabowo,3/64,anggaran|aparatur|apbd|apbn|asn|badan|bansos|bantuan sosial|birokrasi|blt|bpk|bpn|bps|brin|bupati|daerah|direktorat|dirjen|dprd|e-government|gubernur|ibu kota nusantara|ibukota|ikn|infrastruktur nasional|inpres|jokowi|kabinet|kebijakan|kemendag|kemendikbud|kemenhub|kemenkes|kementan|kementerian|keppres|komisi|lembaga|menteri|otonomi|pembangunan|pemda|pemerintah|pengadaan|peraturan|perda|perpres|pkh|pns|pp|prabowo|presiden|proyek|proyek nasional|reformasi birokrasi|regulasi|ruu|sekretariat|subsidi|tender|undang-undang|uu|walikota|wapres
15,Nasional & Pemerintahan,15_gra gra_gra_jokowi_ikn,9,siap,0.022693,ikn|jokowi|prabowo,3/64,anggaran|aparatur|apbd|apbn|asn|badan|bansos|bantuan sosial|birokrasi|blt|bpk|bpn|bps|brin|bupati|daerah|direktorat|dirjen|dprd|e-government|gubernur|ibu kota nusantara|ibukota|ikn|infrastruktur nasional|inpres|jokowi|kabinet|kebijakan|kemendag|kemendikbud|kemenhub|kemenkes|kementan|kementerian|keppres|komisi|lembaga|menteri|otonomi|pembangunan|pemda|pemerintah|pengadaan|peraturan|perda|perpres|pkh|pns|pp|prabowo|presiden|proyek|proyek nasional|reformasi birokrasi|regulasi|ruu|sekretariat|subsidi|tender|undang-undang|uu|walikota|wapres
15,Nasional & Pemerintahan,15_gra gra_gra_jokowi_ikn,10,trending,0.021913,ikn|jokowi|prabowo,3/64,anggaran|aparatur|apbd|apbn|asn|badan|bansos|bantuan sosial|birokrasi|blt|bpk|bpn|bps|brin|bupati|daerah|direktorat|dirjen|dprd|e-government|gubernur|ibu kota nusantara|ibukota|ikn|infrastruktur nasional|inpres|jokowi|kabinet|kebijakan|kemendag|kemendikbud|kemenhub|kemenkes|kementan|kementerian|keppres|komisi|lembaga|menteri|otonomi|pembangunan|pemda|pemerintah|pengadaan|peraturan|perda|perpres|pkh|pns|pp|prabowo|presiden|proyek|proyek nasional|reformasi birokrasi|regulasi|ruu|sekretariat|subsidi|tender|undang-undang|uu|walikota|wapres
16,Bencana & Cuaca,16_banjir_hujan_sungai_air,1,banjir,0.34757,banjir|banjir bandang|bencana|hujan|korban,5/49,abrasi|aktivitas seismik|angin|angin puting beliung|awan panas|badai|banjir|banjir bandang|banjir lahar|banjir rob|bantuan bencana|bencana|bencana alam|bmkg|bnpb|bpbd|cuaca|cuaca ekstrem|el nino|erupsi|evakuasi|force majeure|gempa|gunung berapi|hujan|hujan es|iklim|kebakaran|kekeringan|korban|la nina|longsor|magnitudo|mitigasi|pengungsian|peringatan dini|perubahan iklim|posko|rob|shelter|siklon|sirine|skala richter|tanah bergerak|topan|tornado|tsunami|tsunami warning|vulkanik
16,Bencana & Cuaca,16_banjir_hujan_sungai_air,2,hujan,0.253837,banjir|banjir bandang|bencana|hujan|korban,5/49,abrasi|aktivitas seismik|angin|angin puting beliung|awan panas|badai|banjir|banjir bandang|banjir lahar|banjir rob|bantuan bencana|bencana|bencana alam|bmkg|bnpb|bpbd|cuaca|cuaca ekstrem|el nino|erupsi|evakuasi|force majeure|gempa|gunung berapi|hujan|hujan es|iklim|kebakaran|kekeringan|korban|la nina|longsor|magnitudo|mitigasi|pengungsian|peringatan dini|perubahan iklim|posko|rob|shelter|siklon|sirine|skala richter|tanah bergerak|topan|tornado|tsunami|tsunami warning|vulkanik
16,Bencana & Cuaca,16_banjir_hujan_sungai_air,3,sungai,0.065738,banjir|banjir bandang|bencana|hujan|korban,5/49,abrasi|aktivitas seismik|angin|angin puting beliung|awan panas|badai|banjir|banjir bandang|banjir lahar|banjir rob|bantuan bencana|bencana|bencana alam|bmkg|bnpb|bpbd|cuaca|cuaca ekstrem|el nino|erupsi|evakuasi|force majeure|gempa|gunung berapi|hujan|hujan es|iklim|kebakaran|kekeringan|korban|la nina|longsor|magnitudo|mitigasi|pengungsian|peringatan dini|perubahan iklim|posko|rob|shelter|siklon|sirine|skala richter|tanah bergerak|topan|tornado|tsunami|tsunami warning|vulkanik
16,Bencana & Cuaca,16_banjir_hujan_sungai_air,4,air,0.038286,banjir|banjir bandang|bencana|hujan|korban,5/49,abrasi|aktivitas seismik|angin|angin puting beliung|awan panas|badai|banjir|banjir bandang|banjir lahar|banjir rob|bantuan bencana|bencana|bencana alam|bmkg|bnpb|bpbd|cuaca|cuaca ekstrem|el nino|erupsi|evakuasi|force majeure|gempa|gunung berapi|hujan|hujan es|iklim|kebakaran|kekeringan|korban|la nina|longsor|magnitudo|mitigasi|pengungsian|peringatan dini|perubahan iklim|posko|rob|shelter|siklon|sirine|skala richter|tanah bergerak|topan|tornado|tsunami|tsunami warning|vulkanik
16,Bencana & Cuaca,16_banjir_hujan_sungai_air,5,korban,0.030219,banjir|banjir bandang|bencana|hujan|korban,5/49,abrasi|aktivitas seismik|angin|angin puting beliung|awan panas|badai|banjir|banjir bandang|banjir lahar|banjir rob|bantuan bencana|bencana|bencana alam|bmkg|bnpb|bpbd|cuaca|cuaca ekstrem|el nino|erupsi|evakuasi|force majeure|gempa|gunung berapi|hujan|hujan es|iklim|kebakaran|kekeringan|korban|la nina|longsor|magnitudo|mitigasi|pengungsian|peringatan dini|perubahan iklim|posko|rob|shelter|siklon|sirine|skala richter|tanah bergerak|topan|tornado|tsunami|tsunami warning|vulkanik
16,Bencana & Cuaca,16_banjir_hujan_sungai_air,6,banjir bandang,0.02408,banjir|banjir bandang|bencana|hujan|korban,5/49,abrasi|aktivitas seismik|angin|angin puting beliung|awan panas|badai|banjir|banjir bandang|banjir lahar|banjir rob|bantuan bencana|bencana|bencana alam|bmkg|bnpb|bpbd|cuaca|cuaca ekstrem|el nino|erupsi|evakuasi|force majeure|gempa|gunung berapi|hujan|hujan es|iklim|kebakaran|kekeringan|korban|la nina|longsor|magnitudo|mitigasi|pengungsian|peringatan dini|perubahan iklim|posko|rob|shelter|siklon|sirine|skala richter|tanah bergerak|topan|tornado|tsunami|tsunami warning|vulkanik
16,Bencana & Cuaca,16_banjir_hujan_sungai_air,7,extra korban,0.022032,banjir|banjir bandang|bencana|hujan|korban,5/49,abrasi|aktivitas seismik|angin|angin puting beliung|awan panas|badai|banjir|banjir bandang|banjir lahar|banjir rob|bantuan bencana|bencana|bencana alam|bmkg|bnpb|bpbd|cuaca|cuaca ekstrem|el nino|erupsi|evakuasi|force majeure|gempa|gunung berapi|hujan|hujan es|iklim|kebakaran|kekeringan|korban|la nina|longsor|magnitudo|mitigasi|pengungsian|peringatan dini|perubahan iklim|posko|rob|shelter|siklon|sirine|skala richter|tanah bergerak|topan|tornado|tsunami|tsunami warning|vulkanik
16,Bencana & Cuaca,16_banjir_hujan_sungai_air,8,bandang,0.020067,banjir|banjir bandang|bencana|hujan|korban,5/49,abrasi|aktivitas seismik|angin|angin puting beliung|awan panas|badai|banjir|banjir bandang|banjir lahar|banjir rob|bantuan bencana|bencana|bencana alam|bmkg|bnpb|bpbd|cuaca|cuaca ekstrem|el nino|erupsi|evakuasi|force majeure|gempa|gunung berapi|hujan|hujan es|iklim|kebakaran|kekeringan|korban|la nina|longsor|magnitudo|mitigasi|pengungsian|peringatan dini|perubahan iklim|posko|rob|shelter|siklon|sirine|skala richter|tanah bergerak|topan|tornado|tsunami|tsunami warning|vulkanik
16,Bencana & Cuaca,16_banjir_hujan_sungai_air,9,warga,0.019795,banjir|banjir bandang|bencana|hujan|korban,5/49,abrasi|aktivitas seismik|angin|angin puting beliung|awan panas|badai|banjir|banjir bandang|banjir lahar|banjir rob|bantuan bencana|bencana|bencana alam|bmkg|bnpb|bpbd|cuaca|cuaca ekstrem|el nino|erupsi|evakuasi|force majeure|gempa|gunung berapi|hujan|hujan es|iklim|kebakaran|kekeringan|korban|la nina|longsor|magnitudo|mitigasi|pengungsian|peringatan dini|perubahan iklim|posko|rob|shelter|siklon|sirine|skala richter|tanah bergerak|topan|tornado|tsunami|tsunami warning|vulkanik
16,Bencana & Cuaca,16_banjir_hujan_sungai_air,10,bencana,0.01953,banjir|banjir bandang|bencana|hujan|korban,5/49,abrasi|aktivitas seismik|angin|angin puting beliung|awan panas|badai|banjir|banjir bandang|banjir lahar|banjir rob|bantuan bencana|bencana|bencana alam|bmkg|bnpb|bpbd|cuaca|cuaca ekstrem|el nino|erupsi|evakuasi|force majeure|gempa|gunung berapi|hujan|hujan es|iklim|kebakaran|kekeringan|korban|la nina|longsor|magnitudo|mitigasi|pengungsian|peringatan dini|perubahan iklim|posko|rob|shelter|siklon|sirine|skala richter|tanah bergerak|topan|tornado|tsunami|tsunami warning|vulkanik
17,Bencana & Cuaca,17_korban_meninggal_meninggal dunia_extr,1,korban,0.190656,korban,1/49,abrasi|aktivitas seismik|angin|angin puting beliung|awan panas|badai|banjir|banjir bandang|banjir lahar|banjir rob|bantuan bencana|bencana|bencana alam|bmkg|bnpb|bpbd|cuaca|cuaca ekstrem|el nino|erupsi|evakuasi|force majeure|gempa|gunung berapi|hujan|hujan es|iklim|kebakaran|kekeringan|korban|la nina|longsor|magnitudo|mitigasi|pengungsian|peringatan dini|perubahan iklim|posko|rob|shelter|siklon|sirine|skala richter|tanah bergerak|topan|tornado|tsunami|tsunami warning|vulkanik
17,Bencana & Cuaca,17_korban_meninggal_meninggal dunia_extr,2,meninggal,0.094051,korban,1/49,abrasi|aktivitas seismik|angin|angin puting beliung|awan panas|badai|banjir|banjir bandang|banjir lahar|banjir rob|bantuan bencana|bencana|bencana alam|bmkg|bnpb|bpbd|cuaca|cuaca ekstrem|el nino|erupsi|evakuasi|force majeure|gempa|gunung berapi|hujan|hujan es|iklim|kebakaran|kekeringan|korban|la nina|longsor|magnitudo|mitigasi|pengungsian|peringatan dini|perubahan iklim|posko|rob|shelter|siklon|sirine|skala richter|tanah bergerak|topan|tornado|tsunami|tsunami warning|vulkanik
17,Bencana & Cuaca,17_korban_meninggal_meninggal dunia_extr,3,meninggal dunia,0.06742,korban,1/49,abrasi|aktivitas seismik|angin|angin puting beliung|awan panas|badai|banjir|banjir bandang|banjir lahar|banjir rob|bantuan bencana|bencana|bencana alam|bmkg|bnpb|bpbd|cuaca|cuaca ekstrem|el nino|erupsi|evakuasi|force majeure|gempa|gunung berapi|hujan|hujan es|iklim|kebakaran|kekeringan|korban|la nina|longsor|magnitudo|mitigasi|pengungsian|peringatan dini|perubahan iklim|posko|rob|shelter|siklon|sirine|skala richter|tanah bergerak|topan|tornado|tsunami|tsunami warning|vulkanik
17,Bencana & Cuaca,17_korban_meninggal_meninggal dunia_extr,4,extra korban,0.06267,korban,1/49,abrasi|aktivitas seismik|angin|angin puting beliung|awan panas|badai|banjir|banjir bandang|banjir lahar|banjir rob|bantuan bencana|bencana|bencana alam|bmkg|bnpb|bpbd|cuaca|cuaca ekstrem|el nino|erupsi|evakuasi|force majeure|gempa|gunung berapi|hujan|hujan es|iklim|kebakaran|kekeringan|korban|la nina|longsor|magnitudo|mitigasi|pengungsian|peringatan dini|perubahan iklim|posko|rob|shelter|siklon|sirine|skala richter|tanah bergerak|topan|tornado|tsunami|tsunami warning|vulkanik
17,Bencana & Cuaca,17_korban_meninggal_meninggal dunia_extr,5,tewas,0.050709,korban,1/49,abrasi|aktivitas seismik|angin|angin puting beliung|awan panas|badai|banjir|banjir bandang|banjir lahar|banjir rob|bantuan bencana|bencana|bencana alam|bmkg|bnpb|bpbd|cuaca|cuaca ekstrem|el nino|erupsi|evakuasi|force majeure|gempa|gunung berapi|hujan|hujan es|iklim|kebakaran|kekeringan|korban|la nina|longsor|magnitudo|mitigasi|pengungsian|peringatan dini|perubahan iklim|posko|rob|shelter|siklon|sirine|skala richter|tanah bergerak|topan|tornado|tsunami|tsunami warning|vulkanik
17,Bencana & Cuaca,17_korban_meninggal_meninggal dunia_extr,6,pelaku,0.044016,korban,1/49,abrasi|aktivitas seismik|angin|angin puting beliung|awan panas|badai|banjir|banjir bandang|banjir lahar|banjir rob|bantuan bencana|bencana|bencana alam|bmkg|bnpb|bpbd|cuaca|cuaca ekstrem|el nino|erupsi|evakuasi|force majeure|gempa|gunung berapi|hujan|hujan es|iklim|kebakaran|kekeringan|korban|la nina|longsor|magnitudo|mitigasi|pengungsian|peringatan dini|perubahan iklim|posko|rob|shelter|siklon|sirine|skala richter|tanah bergerak|topan|tornado|tsunami|tsunami warning|vulkanik
17,Bencana & Cuaca,17_korban_meninggal_meninggal dunia_extr,7,ditemukan,0.036862,korban,1/49,abrasi|aktivitas seismik|angin|angin puting beliung|awan panas|badai|banjir|banjir bandang|banjir lahar|banjir rob|bantuan bencana|bencana|bencana alam|bmkg|bnpb|bpbd|cuaca|cuaca ekstrem|el nino|erupsi|evakuasi|force majeure|gempa|gunung berapi|hujan|hujan es|iklim|kebakaran|kekeringan|korban|la nina|longsor|magnitudo|mitigasi|pengungsian|peringatan dini|perubahan iklim|posko|rob|shelter|siklon|sirine|skala richter|tanah bergerak|topan|tornado|tsunami|tsunami warning|vulkanik
17,Bencana & Cuaca,17_korban_meninggal_meninggal dunia_extr,8,dunia,0.035024,korban,1/49,abrasi|aktivitas seismik|angin|angin puting beliung|awan panas|badai|banjir|banjir bandang|banjir lahar|banjir rob|bantuan bencana|bencana|bencana alam|bmkg|bnpb|bpbd|cuaca|cuaca ekstrem|el nino|erupsi|evakuasi|force majeure|gempa|gunung berapi|hujan|hujan es|iklim|kebakaran|kekeringan|korban|la nina|longsor|magnitudo|mitigasi|pengungsian|peringatan dini|perubahan iklim|posko|rob|shelter|siklon|sirine|skala richter|tanah bergerak|topan|tornado|tsunami|tsunami warning|vulkanik
17,Bencana & Cuaca,17_korban_meninggal_meninggal dunia_extr,9,luka,0.03149,korban,1/49,abrasi|aktivitas seismik|angin|angin puting beliung|awan panas|badai|banjir|banjir bandang|banjir lahar|banjir rob|bantuan bencana|bencana|bencana alam|bmkg|bnpb|bpbd|cuaca|cuaca ekstrem|el nino|erupsi|evakuasi|force majeure|gempa|gunung berapi|hujan|hujan es|iklim|kebakaran|kekeringan|korban|la nina|longsor|magnitudo|mitigasi|pengungsian|peringatan dini|perubahan iklim|posko|rob|shelter|siklon|sirine|skala richter|tanah bergerak|topan|tornado|tsunami|tsunami warning|vulkanik
17,Bencana & Cuaca,17_korban_meninggal_meninggal dunia_extr,10,jenazah,0.028346,korban,1/49,abrasi|aktivitas seismik|angin|angin puting beliung|awan panas|badai|banjir|banjir bandang|banjir lahar|banjir rob|bantuan bencana|bencana|bencana alam|bmkg|bnpb|bpbd|cuaca|cuaca ekstrem|el nino|erupsi|evakuasi|force majeure|gempa|gunung berapi|hujan|hujan es|iklim|kebakaran|kekeringan|korban|la nina|longsor|magnitudo|mitigasi|pengungsian|peringatan dini|perubahan iklim|posko|rob|shelter|siklon|sirine|skala richter|tanah bergerak|topan|tornado|tsunami|tsunami warning|vulkanik
18,Keamanan & Pertahanan,18_israel_gaza_serangan_arab,1,israel,0.223199,pasukan|senjata|serangan|tentara,4/60,alutsista|alutsista baru|amunisi|angkatan darat|angkatan laut|angkatan udara|bais|batalyon|bnpt|bom|brimob|densus 88|deradikalisasi|frigate|gelar pasukan|gerilya|insurgensi|intel|intelijen|kapal perang|kapal selam|kedaulatan wilayah|kelompok bersenjata|kemenhan|kkb|komando|konflik bersenjata|kopassus|kostrad|latihan militer|laut china selatan|ledakan|mabes tni|manuver|marinir|meriam|militer|natuna|operasi militer|opm|pangkalan militer|panglima|papua|pasukan|peluru|penembakan|perang saudara|perbatasan|pertahanan|pertahanan nasional|pesawat tempur|prajurit|senjata|separatis|serangan|tank|tentara|teror|teroris|tni
18,Keamanan & Pertahanan,18_israel_gaza_serangan_arab,2,gaza,0.074861,pasukan|senjata|serangan|tentara,4/60,alutsista|alutsista baru|amunisi|angkatan darat|angkatan laut|angkatan udara|bais|batalyon|bnpt|bom|brimob|densus 88|deradikalisasi|frigate|gelar pasukan|gerilya|insurgensi|intel|intelijen|kapal perang|kapal selam|kedaulatan wilayah|kelompok bersenjata|kemenhan|kkb|komando|konflik bersenjata|kopassus|kostrad|latihan militer|laut china selatan|ledakan|mabes tni|manuver|marinir|meriam|militer|natuna|operasi militer|opm|pangkalan militer|panglima|papua|pasukan|peluru|penembakan|perang saudara|perbatasan|pertahanan|pertahanan nasional|pesawat tempur|prajurit|senjata|separatis|serangan|tank|tentara|teror|teroris|tni
18,Keamanan & Pertahanan,18_israel_gaza_serangan_arab,3,serangan,0.060111,pasukan|senjata|serangan|tentara,4/60,alutsista|alutsista baru|amunisi|angkatan darat|angkatan laut|angkatan udara|bais|batalyon|bnpt|bom|brimob|densus 88|deradikalisasi|frigate|gelar pasukan|gerilya|insurgensi|intel|intelijen|kapal perang|kapal selam|kedaulatan wilayah|kelompok bersenjata|kemenhan|kkb|komando|konflik bersenjata|kopassus|kostrad|latihan militer|laut china selatan|ledakan|mabes tni|manuver|marinir|meriam|militer|natuna|operasi militer|opm|pangkalan militer|panglima|papua|pasukan|peluru|penembakan|perang saudara|perbatasan|pertahanan|pertahanan nasional|pesawat tempur|prajurit|senjata|separatis|serangan|tank|tentara|teror|teroris|tni
18,Keamanan & Pertahanan,18_israel_gaza_serangan_arab,4,arab,0.051559,pasukan|senjata|serangan|tentara,4/60,alutsista|alutsista baru|amunisi|angkatan darat|angkatan laut|angkatan udara|bais|batalyon|bnpt|bom|brimob|densus 88|deradikalisasi|frigate|gelar pasukan|gerilya|insurgensi|intel|intelijen|kapal perang|kapal selam|kedaulatan wilayah|kelompok bersenjata|kemenhan|kkb|komando|konflik bersenjata|kopassus|kostrad|latihan militer|laut china selatan|ledakan|mabes tni|manuver|marinir|meriam|militer|natuna|operasi militer|opm|pangkalan militer|panglima|papua|pasukan|peluru|penembakan|perang saudara|perbatasan|pertahanan|pertahanan nasional|pesawat tempur|prajurit|senjata|separatis|serangan|tank|tentara|teror|teroris|tni
18,Keamanan & Pertahanan,18_israel_gaza_serangan_arab,5,iran,0.029913,pasukan|senjata|serangan|tentara,4/60,alutsista|alutsista baru|amunisi|angkatan darat|angkatan laut|angkatan udara|bais|batalyon|bnpt|bom|brimob|densus 88|deradikalisasi|frigate|gelar pasukan|gerilya|insurgensi|intel|intelijen|kapal perang|kapal selam|kedaulatan wilayah|kelompok bersenjata|kemenhan|kkb|komando|konflik bersenjata|kopassus|kostrad|latihan militer|laut china selatan|ledakan|mabes tni|manuver|marinir|meriam|militer|natuna|operasi militer|opm|pangkalan militer|panglima|papua|pasukan|peluru|penembakan|perang saudara|perbatasan|pertahanan|pertahanan nasional|pesawat tempur|prajurit|senjata|separatis|serangan|tank|tentara|teror|teroris|tni
18,Keamanan & Pertahanan,18_israel_gaza_serangan_arab,6,tentara,0.024771,pasukan|senjata|serangan|tentara,4/60,alutsista|alutsista baru|amunisi|angkatan darat|angkatan laut|angkatan udara|bais|batalyon|bnpt|bom|brimob|densus 88|deradikalisasi|frigate|gelar pasukan|gerilya|insurgensi|intel|intelijen|kapal perang|kapal selam|kedaulatan wilayah|kelompok bersenjata|kemenhan|kkb|komando|konflik bersenjata|kopassus|kostrad|latihan militer|laut china selatan|ledakan|mabes tni|manuver|marinir|meriam|militer|natuna|operasi militer|opm|pangkalan militer|panglima|papua|pasukan|peluru|penembakan|perang saudara|perbatasan|pertahanan|pertahanan nasional|pesawat tempur|prajurit|senjata|separatis|serangan|tank|tentara|teror|teroris|tni
18,Keamanan & Pertahanan,18_israel_gaza_serangan_arab,7,senjata,0.023391,pasukan|senjata|serangan|tentara,4/60,alutsista|alutsista baru|amunisi|angkatan darat|angkatan laut|angkatan udara|bais|batalyon|bnpt|bom|brimob|densus 88|deradikalisasi|frigate|gelar pasukan|gerilya|insurgensi|intel|intelijen|kapal perang|kapal selam|kedaulatan wilayah|kelompok bersenjata|kemenhan|kkb|komando|konflik bersenjata|kopassus|kostrad|latihan militer|laut china selatan|ledakan|mabes tni|manuver|marinir|meriam|militer|natuna|operasi militer|opm|pangkalan militer|panglima|papua|pasukan|peluru|penembakan|perang saudara|perbatasan|pertahanan|pertahanan nasional|pesawat tempur|prajurit|senjata|separatis|serangan|tank|tentara|teror|teroris|tni
